Código da Instituição,Nome da Instituição,Categoria Administrativa,Organização Acadêmica,Código do Curso de Graduação,Nome do Curso de Graduação,Código da Região Geográfica do Curso,Código da Unidade Federativa do Curso,Código do Município do Curso,Grau Acadêmico,Modalidade de Ensino,Código da área do Curso segundo a classificação CINE BRASIL,Nome da área do Curso segundo a classificação CINE BRASIL,Código da Grande Área do Curso segundo a classificação CINE BRASIL,Nome da Grande Área do Curso segundo a classificação CINE BRASIL,Ano de Ingresso,Ano de Referência,Prazo de Integralização em Anos,Ano de Integralização do Curso,Prazo de Acompanhamento do Curso em anos,Ano Máximo de Acompanhamento do Curso,Quantidade de Ingressantes no Curso,Quantidade de Permanência no Curso no ano de referência,Quantidade de Concluintes no Curso no ano de referência,Quantidade de Desistência no Curso no ano de referência,Quantidade de Falecimentos no Curso no ano de referência,Indicadores de Trajetória,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Taxa de Permanência - TAP,Taxa de Conclusão Acumulada - TCA,Taxa de Desistência Acumulada - TDA,Taxa de Conclusão Anual - TCAN,Taxa de Desistência Anual - TADA
CO_IES,NO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,NO_CURSO,CO_REGIAO,CO_UF,CO_MUNICIPIO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,CO_CINE_ROTULO,NO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,NU_ANO_INGRESSO,NU_ANO_REFERENCIA,NU_PRAZO_INTEGRALIZACAO,NU_ANO_INTEGRALIZACAO,NU_PRAZO_ACOMPANHAMENTO,NU_ANO_MAXIMO_ACOMPANHAMENTO,QT_INGRESSANTE,QT_PERMANENCIA,QT_CONCLUINTE,QT_DESISTENCIA,QT_FALECIDO,TAP,TCA,TDA,TCAN,TADA
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,80653,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,46,33,0,7,0,"71,7","0,0","28,3","0,0","15,2"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,80653,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,46,19,0,14,0,"41,3","0,0","58,7","0,0","30,4"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,80653,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,46,15,0,4,0,"32,6","0,0","67,4","0,0","8,7"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,80653,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,46,9,4,2,0,"19,6","8,7","71,7","8,7","4,3"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1125069,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,51,42,0,9,0,"82,4","0,0","17,6","0,0","17,6"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1125069,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,51,31,1,10,0,"60,8","2,0","37,3","2,0","19,6"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1125069,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,51,23,0,8,0,"45,1","2,0","52,9","0,0","15,7"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1125069,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,51,10,1,12,0,"19,6","3,9","76,5","2,0","23,5"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1125069,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,51,6,3,1,0,"11,8","9,8","78,4","5,9","2,0"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1280039,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,10,9,0,1,0,"90,0","0,0","10,0","0,0","10,0"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1280039,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,10,3,3,3,0,"30,0","30,0","40,0","30,0","30,0"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1280039,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,10,1,0,2,0,"10,0","30,0","60,0","0,0","20,0"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1280039,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,10,0,0,1,0,"0,0","30,0","70,0","0,0","10,0"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1280039,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,10,0,0,0,0,"0,0","30,0","70,0","0,0","0,0"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1303434,ENGENHARIA CIVIL,,,,1,2,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,60,49,0,11,0,"81,7","0,0","18,3","0,0","18,3"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1303434,ENGENHARIA CIVIL,,,,1,2,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,60,33,3,13,0,"55,0","5,0","40,0","5,0","21,7"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1303434,ENGENHARIA CIVIL,,,,1,2,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,60,22,0,11,0,"36,7","5,0","58,3","0,0","18,3"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1303434,ENGENHARIA CIVIL,,,,1,2,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,60,18,1,3,0,"30,0","6,7","63,3","1,7","5,0"
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,4,2,1303434,ENGENHARIA CIVIL,,,,1,2,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,60,5,11,2,0,"8,3","25,0","66,7","18,3","3,3"
1063,Faculdade Doctum de Vila Velha,5,3,1283892,ENGENHARIA CIVIL,3,32,3205200,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,21,12,0,9,0,"57,1","0,0","42,9","0,0","42,9"
1063,Faculdade Doctum de Vila Velha,5,3,1283892,ENGENHARIA CIVIL,3,32,3205200,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,21,0,0,12,0,"0,0","0,0","100,0","0,0","57,1"
1063,Faculdade Doctum de Vila Velha,5,3,1283892,ENGENHARIA CIVIL,3,32,3205200,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,21,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
1063,Faculdade Doctum de Vila Velha,5,3,1283892,ENGENHARIA CIVIL,3,32,3205200,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,21,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
1063,Faculdade Doctum de Vila Velha,5,3,1283892,ENGENHARIA CIVIL,3,32,3205200,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,21,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
1064,Faculdade Doctum de Vitória,5,3,1284538,ENGENHARIA ELÉTRICA,3,32,3205309,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,78,70,0,8,0,"89,7","0,0","10,3","0,0","10,3"
1064,Faculdade Doctum de Vitória,5,3,1284538,ENGENHARIA ELÉTRICA,3,32,3205309,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,78,24,0,46,0,"30,8","0,0","69,2","0,0","59,0"
1064,Faculdade Doctum de Vitória,5,3,1284538,ENGENHARIA ELÉTRICA,3,32,3205309,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,78,19,0,5,0,"24,4","0,0","75,6","0,0","6,4"
1064,Faculdade Doctum de Vitória,5,3,1284538,ENGENHARIA ELÉTRICA,3,32,3205309,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,78,16,0,3,0,"20,5","0,0","79,5","0,0","3,8"
1064,Faculdade Doctum de Vitória,5,3,1284538,ENGENHARIA ELÉTRICA,3,32,3205309,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,78,5,9,2,0,"6,4","11,5","82,1","11,5","2,6"
1064,Faculdade Doctum de Vitória,5,3,1284544,ENGENHARIA DE PRODUÇÃO,3,32,3205309,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,40,33,0,7,0,"82,5","0,0","17,5","0,0","17,5"
1064,Faculdade Doctum de Vitória,5,3,1284544,ENGENHARIA DE PRODUÇÃO,3,32,3205309,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,40,26,0,7,0,"65,0","0,0","35,0","0,0","17,5"
1064,Faculdade Doctum de Vitória,5,3,1284544,ENGENHARIA DE PRODUÇÃO,3,32,3205309,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,40,19,0,7,0,"47,5","0,0","52,5","0,0","17,5"
1064,Faculdade Doctum de Vitória,5,3,1284544,ENGENHARIA DE PRODUÇÃO,3,32,3205309,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,40,18,0,1,0,"45,0","0,0","55,0","0,0","2,5"
1064,Faculdade Doctum de Vitória,5,3,1284544,ENGENHARIA DE PRODUÇÃO,3,32,3205309,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,40,9,8,1,0,"22,5","20,0","57,5","20,0","2,5"
1068,FACULDADE ALDETE MARIA ALVES,5,3,1177662,ENGENHARIA CIVIL,3,31,3134400,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,25,23,0,2,0,"92,0","0,0","8,0","0,0","8,0"
1068,FACULDADE ALDETE MARIA ALVES,5,3,1177662,ENGENHARIA CIVIL,3,31,3134400,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,25,15,0,8,0,"60,0","0,0","40,0","0,0","32,0"
1068,FACULDADE ALDETE MARIA ALVES,5,3,1177662,ENGENHARIA CIVIL,3,31,3134400,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,25,8,0,7,0,"32,0","0,0","68,0","0,0","28,0"
1068,FACULDADE ALDETE MARIA ALVES,5,3,1177662,ENGENHARIA CIVIL,3,31,3134400,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,25,8,0,0,0,"32,0","0,0","68,0","0,0","0,0"
1068,FACULDADE ALDETE MARIA ALVES,5,3,1177662,ENGENHARIA CIVIL,3,31,3134400,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,25,2,6,0,0,"8,0","24,0","68,0","24,0","0,0"
1075,CENTRO UNIVERSITÁRIO - UNIESP,4,2,1258970,ENGENHARIA CIVIL,2,25,2503209,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,5,2022,8,2025,139,131,0,8,0,"94,2","0,0","5,8","0,0","5,8"
1075,CENTRO UNIVERSITÁRIO - UNIESP,4,2,1258970,ENGENHARIA CIVIL,2,25,2503209,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,5,2022,8,2025,139,105,1,25,0,"75,5","0,7","23,7","0,7","18,0"
1075,CENTRO UNIVERSITÁRIO - UNIESP,4,2,1258970,ENGENHARIA CIVIL,2,25,2503209,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,5,2022,8,2025,139,85,10,10,0,"61,2","7,9","30,9","7,2","7,2"
1075,CENTRO UNIVERSITÁRIO - UNIESP,4,2,1258970,ENGENHARIA CIVIL,2,25,2503209,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,5,2022,8,2025,139,55,14,16,0,"39,6","18,0","42,4","10,1","11,5"
1075,CENTRO UNIVERSITÁRIO - UNIESP,4,2,1258970,ENGENHARIA CIVIL,2,25,2503209,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,5,2022,8,2025,139,31,18,6,0,"22,3","30,9","46,8","12,9","4,3"
1077,Centro Universitário Estácio do Recife,4,2,116510,ENGENHARIA DE PRODUÇÃO,2,26,2611606,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,56,46,1,9,0,"82,1","1,8","16,1","1,8","16,1"
1077,Centro Universitário Estácio do Recife,4,2,116510,ENGENHARIA DE PRODUÇÃO,2,26,2611606,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,56,36,0,10,0,"64,3","1,8","33,9","0,0","17,9"
1077,Centro Universitário Estácio do Recife,4,2,116510,ENGENHARIA DE PRODUÇÃO,2,26,2611606,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,56,29,2,5,0,"51,8","5,4","42,9","3,6","8,9"
1077,Centro Universitário Estácio do Recife,4,2,116510,ENGENHARIA DE PRODUÇÃO,2,26,2611606,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,56,17,3,9,0,"30,4","10,7","58,9","5,4","16,1"
1077,Centro Universitário Estácio do Recife,4,2,116510,ENGENHARIA DE PRODUÇÃO,2,26,2611606,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,56,13,1,3,0,"23,2","12,5","64,3","1,8","5,4"
1077,Centro Universitário Estácio do Recife,4,2,1154813,ENGENHARIA MECÂNICA,2,26,2611606,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,98,86,0,12,0,"87,8","0,0","12,2","0,0","12,2"
1077,Centro Universitário Estácio do Recife,4,2,1154813,ENGENHARIA MECÂNICA,2,26,2611606,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,98,68,0,18,0,"69,4","0,0","30,6","0,0","18,4"
1077,Centro Universitário Estácio do Recife,4,2,1154813,ENGENHARIA MECÂNICA,2,26,2611606,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,98,54,0,14,0,"55,1","0,0","44,9","0,0","14,3"
1077,Centro Universitário Estácio do Recife,4,2,1154813,ENGENHARIA MECÂNICA,2,26,2611606,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,98,36,0,18,0,"36,7","0,0","63,3","0,0","18,4"
1077,Centro Universitário Estácio do Recife,4,2,1154813,ENGENHARIA MECÂNICA,2,26,2611606,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,98,28,1,7,0,"28,6","1,0","70,4","1,0","7,1"
1077,Centro Universitário Estácio do Recife,4,2,1162844,ENGENHARIA CIVIL,2,26,2611606,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,92,82,0,10,0,"89,1","0,0","10,9","0,0","10,9"
1077,Centro Universitário Estácio do Recife,4,2,1162844,ENGENHARIA CIVIL,2,26,2611606,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,92,58,2,22,0,"63,0","2,2","34,8","2,2","23,9"
1077,Centro Universitário Estácio do Recife,4,2,1162844,ENGENHARIA CIVIL,2,26,2611606,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,92,53,0,5,0,"57,6","2,2","40,2","0,0","5,4"
1077,Centro Universitário Estácio do Recife,4,2,1162844,ENGENHARIA CIVIL,2,26,2611606,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,92,34,1,18,0,"37,0","3,3","59,8","1,1","19,6"
1077,Centro Universitário Estácio do Recife,4,2,1162844,ENGENHARIA CIVIL,2,26,2611606,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,92,28,2,4,0,"30,4","5,4","64,1","2,2","4,3"
1077,Centro Universitário Estácio do Recife,4,2,1166131,ENGENHARIA ELÉTRICA,2,26,2611606,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,106,100,0,6,0,"94,3","0,0","5,7","0,0","5,7"
1077,Centro Universitário Estácio do Recife,4,2,1166131,ENGENHARIA ELÉTRICA,2,26,2611606,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,106,81,1,18,0,"76,4","0,9","22,6","0,9","17,0"
1077,Centro Universitário Estácio do Recife,4,2,1166131,ENGENHARIA ELÉTRICA,2,26,2611606,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,106,69,0,12,0,"65,1","0,9","34,0","0,0","11,3"
1077,Centro Universitário Estácio do Recife,4,2,1166131,ENGENHARIA ELÉTRICA,2,26,2611606,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,106,48,3,18,0,"45,3","3,8","50,9","2,8","17,0"
1077,Centro Universitário Estácio do Recife,4,2,1166131,ENGENHARIA ELÉTRICA,2,26,2611606,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,106,35,10,3,0,"33,0","13,2","53,8","9,4","2,8"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170425,ENGENHARIA DE PRODUÇÃO,4,41,4104303,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,4,1,0,3,0,"25,0","0,0","75,0","0,0","75,0"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170425,ENGENHARIA DE PRODUÇÃO,4,41,4104303,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,4,1,0,0,0,"25,0","0,0","75,0","0,0","0,0"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170425,ENGENHARIA DE PRODUÇÃO,4,41,4104303,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,4,0,0,1,0,"0,0","0,0","100,0","0,0","25,0"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170425,ENGENHARIA DE PRODUÇÃO,4,41,4104303,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,4,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170425,ENGENHARIA DE PRODUÇÃO,4,41,4104303,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,4,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170426,ENGENHARIA CIVIL,4,41,4104303,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,32,25,0,7,0,"78,1","0,0","21,9","0,0","21,9"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170426,ENGENHARIA CIVIL,4,41,4104303,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,32,21,1,3,0,"65,6","3,1","31,3","3,1","9,4"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170426,ENGENHARIA CIVIL,4,41,4104303,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,32,15,0,6,0,"46,9","3,1","50,0","0,0","18,8"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170426,ENGENHARIA CIVIL,4,41,4104303,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,32,8,1,6,0,"25,0","6,3","68,8","3,1","18,8"
1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,4,2,1170426,ENGENHARIA CIVIL,4,41,4104303,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,32,7,0,1,0,"21,9","6,3","71,9","0,0","3,1"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,17942,ENGENHARIA ELÉTRICA,3,33,3304201,1,1,0714E08,Engenharia eletrônica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,38,38,0,0,0,"100,0","0,0","0,0","0,0","0,0"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,17942,ENGENHARIA ELÉTRICA,3,33,3304201,1,1,0714E08,Engenharia eletrônica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,38,30,0,8,0,"78,9","0,0","21,1","0,0","21,1"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,17942,ENGENHARIA ELÉTRICA,3,33,3304201,1,1,0714E08,Engenharia eletrônica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,38,23,0,7,0,"60,5","0,0","39,5","0,0","18,4"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,17942,ENGENHARIA ELÉTRICA,3,33,3304201,1,1,0714E08,Engenharia eletrônica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,38,10,0,13,0,"26,3","0,0","73,7","0,0","34,2"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,17942,ENGENHARIA ELÉTRICA,3,33,3304201,1,1,0714E08,Engenharia eletrônica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,38,6,2,2,0,"15,8","5,3","78,9","5,3","5,3"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1075099,ENGENHARIA DE PRODUÇÃO,3,33,3304201,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,38,38,0,0,0,"100,0","0,0","0,0","0,0","0,0"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1075099,ENGENHARIA DE PRODUÇÃO,3,33,3304201,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,38,27,0,11,0,"71,1","0,0","28,9","0,0","28,9"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1075099,ENGENHARIA DE PRODUÇÃO,3,33,3304201,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,38,12,2,13,0,"31,6","5,3","63,2","5,3","34,2"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1075099,ENGENHARIA DE PRODUÇÃO,3,33,3304201,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,38,8,1,3,0,"21,1","7,9","71,1","2,6","7,9"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1075099,ENGENHARIA DE PRODUÇÃO,3,33,3304201,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,38,5,3,0,0,"13,2","15,8","71,1","7,9","0,0"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1119840,ENGENHARIA CIVIL,3,33,3304201,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,42,42,0,0,0,"100,0","0,0","0,0","0,0","0,0"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1119840,ENGENHARIA CIVIL,3,33,3304201,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,42,29,0,13,0,"69,0","0,0","31,0","0,0","31,0"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1119840,ENGENHARIA CIVIL,3,33,3304201,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,42,20,1,8,0,"47,6","2,4","50,0","2,4","19,0"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1119840,ENGENHARIA CIVIL,3,33,3304201,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,42,16,1,3,0,"38,1","4,8","57,1","2,4","7,1"
1081,FACULDADE DE ENGENHARIA DE RESENDE,5,3,1119840,ENGENHARIA CIVIL,3,33,3304201,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,42,5,10,1,0,"11,9","28,6","59,5","23,8","2,4"
