Código da Instituição,Nome da Instituição,Categoria Administrativa,Organização Acadêmica,Código do Curso de Graduação,Nome do Curso de Graduação,Código da Região Geográfica do Curso,Código da Unidade Federativa do Curso,Código do Município do Curso,Grau Acadêmico,Modalidade de Ensino,Código da área do Curso segundo a classificação CINE BRASIL,Nome da área do Curso segundo a classificação CINE BRASIL,Código da Grande Área do Curso segundo a classificação CINE BRASIL,Nome da Grande Área do Curso segundo a classificação CINE BRASIL,Ano de Ingresso,Ano de Referência,Prazo de Integralização em Anos,Ano de Integralização do Curso,Prazo de Acompanhamento do Curso em anos,Ano Máximo de Acompanhamento do Curso,Quantidade de Ingressantes no Curso,Quantidade de Permanência no Curso no ano de referência,Quantidade de Concluintes no Curso no ano de referência,Quantidade de Desistência no Curso no ano de referência,Quantidade de Falecimentos no Curso no ano de referência,Indicadores de Trajetória,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Taxa de Permanência - TAP,Taxa de Conclusão Acumulada - TCA,Taxa de Desistência Acumulada - TDA,Taxa de Conclusão Anual - TCAN,Taxa de Desistência Anual - TADA
CO_IES,NO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,NO_CURSO,CO_REGIAO,CO_UF,CO_MUNICIPIO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,CO_CINE_ROTULO,NO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,NU_ANO_INGRESSO,NU_ANO_REFERENCIA,NU_PRAZO_INTEGRALIZACAO,NU_ANO_INTEGRALIZACAO,NU_PRAZO_ACOMPANHAMENTO,NU_ANO_MAXIMO_ACOMPANHAMENTO,QT_INGRESSANTE,QT_PERMANENCIA,QT_CONCLUINTE,QT_DESISTENCIA,QT_FALECIDO,TAP,TCA,TDA,TCAN,TADA
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1190080,ENGENHARIA CIVIL,5,52,5208707,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,85,40,7,2,0,"47,1","12,9","40,0","8,2","2,4"
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1190080,ENGENHARIA CIVIL,5,52,5208707,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,85,29,10,1,0,"34,1","24,7","41,2","11,8","1,2"
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1190080,ENGENHARIA CIVIL,5,52,5208707,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,85,12,14,3,0,"14,1","41,2","44,7","16,5","3,5"
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1258812,ENGENHARIA ELÉTRICA,5,52,5208707,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,45,30,0,15,0,"66,7","0,0","33,3","0,0","33,3"
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1258812,ENGENHARIA ELÉTRICA,5,52,5208707,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,45,22,5,3,0,"48,9","11,1","40,0","11,1","6,7"
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1258812,ENGENHARIA ELÉTRICA,5,52,5208707,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,45,17,5,0,0,"37,8","22,2","40,0","11,1","0,0"
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1258812,ENGENHARIA ELÉTRICA,5,52,5208707,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,45,13,4,0,0,"28,9","31,1","40,0","8,9","0,0"
386,CENTRO UNIVERSITÁRIO DE GOIÁS,4,2,1258812,ENGENHARIA ELÉTRICA,5,52,5208707,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,45,7,4,2,0,"15,6","40,0","44,4","8,9","4,4"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,8170,ENGENHARIA DE COMPUTAÇÃO,5,50,5002704,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,17,14,0,3,0,"82,4","0,0","17,6","0,0","17,6"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,8170,ENGENHARIA DE COMPUTAÇÃO,5,50,5002704,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,17,8,0,6,0,"47,1","0,0","52,9","0,0","35,3"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,8170,ENGENHARIA DE COMPUTAÇÃO,5,50,5002704,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,17,5,0,3,0,"29,4","0,0","70,6","0,0","17,6"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,8170,ENGENHARIA DE COMPUTAÇÃO,5,50,5002704,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,17,5,0,0,0,"29,4","0,0","70,6","0,0","0,0"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,8170,ENGENHARIA DE COMPUTAÇÃO,5,50,5002704,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,17,2,2,1,0,"11,8","11,8","76,5","11,8","5,9"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,62227,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,5,50,5002704,1,1,0714E05,Engenharia de controle e automação,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,14,14,0,0,0,"100,0","0,0","0,0","0,0","0,0"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,62227,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,5,50,5002704,1,1,0714E05,Engenharia de controle e automação,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,14,13,0,1,0,"92,9","0,0","7,1","0,0","7,1"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,62227,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,5,50,5002704,1,1,0714E05,Engenharia de controle e automação,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,14,5,0,8,0,"35,7","0,0","64,3","0,0","57,1"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,62227,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,5,50,5002704,1,1,0714E05,Engenharia de controle e automação,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,14,5,0,0,0,"35,7","0,0","64,3","0,0","0,0"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,62227,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,5,50,5002704,1,1,0714E05,Engenharia de controle e automação,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,14,2,2,1,0,"14,3","14,3","71,4","14,3","7,1"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,89465,ENGENHARIA MECÂNICA,5,50,5002704,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,43,36,0,7,0,"83,7","0,0","16,3","0,0","16,3"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,89465,ENGENHARIA MECÂNICA,5,50,5002704,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,43,28,0,8,0,"65,1","0,0","34,9","0,0","18,6"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,89465,ENGENHARIA MECÂNICA,5,50,5002704,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,43,19,0,9,0,"44,2","0,0","55,8","0,0","20,9"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,89465,ENGENHARIA MECÂNICA,5,50,5002704,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,43,16,1,2,0,"37,2","2,3","60,5","2,3","4,7"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,89465,ENGENHARIA MECÂNICA,5,50,5002704,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,43,8,7,1,0,"18,6","18,6","62,8","16,3","2,3"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1139656,ENGENHARIA CIVIL,5,50,5002704,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,69,59,0,10,0,"85,5","0,0","14,5","0,0","14,5"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1139656,ENGENHARIA CIVIL,5,50,5002704,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,69,43,0,16,0,"62,3","0,0","37,7","0,0","23,2"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1139656,ENGENHARIA CIVIL,5,50,5002704,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,69,34,0,9,0,"49,3","0,0","50,7","0,0","13,0"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1139656,ENGENHARIA CIVIL,5,50,5002704,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,69,27,2,5,0,"39,1","2,9","58,0","2,9","7,2"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1139656,ENGENHARIA CIVIL,5,50,5002704,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,69,16,3,8,0,"23,2","7,2","69,6","4,3","11,6"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1268507,ENGENHARIA ELÉTRICA,5,50,5002704,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,21,20,0,1,0,"95,2","0,0","4,8","0,0","4,8"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1268507,ENGENHARIA ELÉTRICA,5,50,5002704,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,21,14,1,5,0,"66,7","4,8","28,6","4,8","23,8"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1268507,ENGENHARIA ELÉTRICA,5,50,5002704,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,21,8,2,4,0,"38,1","14,3","47,6","9,5","19,0"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1268507,ENGENHARIA ELÉTRICA,5,50,5002704,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,21,7,0,1,0,"33,3","14,3","52,4","0,0","4,8"
387,UNIVERSIDADE CATÓLICA DOM BOSCO,5,1,1268507,ENGENHARIA ELÉTRICA,5,50,5002704,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,21,4,3,0,0,"19,0","28,6","52,4","14,3","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1193643,ENGENHARIA DE PRODUÇÃO,2,29,2927408,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,8,8,0,0,0,"100,0","0,0","0,0","0,0","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1193643,ENGENHARIA DE PRODUÇÃO,2,29,2927408,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,8,7,0,1,0,"87,5","0,0","12,5","0,0","12,5"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1193643,ENGENHARIA DE PRODUÇÃO,2,29,2927408,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,8,6,0,1,0,"75,0","0,0","25,0","0,0","12,5"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1193643,ENGENHARIA DE PRODUÇÃO,2,29,2927408,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,8,5,1,0,0,"62,5","12,5","25,0","12,5","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1193643,ENGENHARIA DE PRODUÇÃO,2,29,2927408,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,8,5,0,0,0,"62,5","12,5","25,0","0,0","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258114,ENGENHARIA ELÉTRICA,2,29,2927408,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,12,12,0,0,0,"100,0","0,0","0,0","0,0","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258114,ENGENHARIA ELÉTRICA,2,29,2927408,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,12,8,0,4,0,"66,7","0,0","33,3","0,0","33,3"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258114,ENGENHARIA ELÉTRICA,2,29,2927408,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,12,6,0,2,0,"50,0","0,0","50,0","0,0","16,7"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258114,ENGENHARIA ELÉTRICA,2,29,2927408,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,12,5,0,1,0,"41,7","0,0","58,3","0,0","8,3"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258114,ENGENHARIA ELÉTRICA,2,29,2927408,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,12,4,1,0,0,"33,3","8,3","58,3","8,3","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258413,ENGENHARIA CIVIL,2,29,2927408,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,9,9,0,0,0,"100,0","0,0","0,0","0,0","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258413,ENGENHARIA CIVIL,2,29,2927408,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,9,0,0,9,0,"0,0","0,0","100,0","0,0","100,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258413,ENGENHARIA CIVIL,2,29,2927408,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,9,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258413,ENGENHARIA CIVIL,2,29,2927408,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,9,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
396,Centro Universitário Ruy Barbosa Wyden,4,2,1258413,ENGENHARIA CIVIL,2,29,2927408,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,9,0,0,0,0,"0,0","0,0","100,0","0,0","0,0"
398,UNIVERSIDADE TIRADENTES,4,1,52031,ENGENHARIA AMBIENTAL,2,28,2800308,1,1,0712E01,Engenharia ambiental,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,15,12,1,2,0,"80,0","6,7","13,3","6,7","13,3"
398,UNIVERSIDADE TIRADENTES,4,1,52031,ENGENHARIA AMBIENTAL,2,28,2800308,1,1,0712E01,Engenharia ambiental,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,15,8,0,4,0,"53,3","6,7","40,0","0,0","26,7"
398,UNIVERSIDADE TIRADENTES,4,1,52031,ENGENHARIA AMBIENTAL,2,28,2800308,1,1,0712E01,Engenharia ambiental,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,15,6,1,1,0,"40,0","13,3","46,7","6,7","6,7"
398,UNIVERSIDADE TIRADENTES,4,1,52031,ENGENHARIA AMBIENTAL,2,28,2800308,1,1,0712E01,Engenharia ambiental,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,15,6,0,0,0,"40,0","13,3","46,7","0,0","0,0"
398,UNIVERSIDADE TIRADENTES,4,1,52031,ENGENHARIA AMBIENTAL,2,28,2800308,1,1,0712E01,Engenharia ambiental,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,15,1,1,4,0,"6,7","20,0","73,3","6,7","26,7"
398,UNIVERSIDADE TIRADENTES,4,1,1108095,ENGENHARIA DE PRODUÇÃO,2,28,2800308,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,71,62,2,7,0,"87,3","2,8","9,9","2,8","9,9"
398,UNIVERSIDADE TIRADENTES,4,1,1108095,ENGENHARIA DE PRODUÇÃO,2,28,2800308,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,71,46,1,15,0,"64,8","4,2","31,0","1,4","21,1"
398,UNIVERSIDADE TIRADENTES,4,1,1108095,ENGENHARIA DE PRODUÇÃO,2,28,2800308,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,71,42,1,3,0,"59,2","5,6","35,2","1,4","4,2"
398,UNIVERSIDADE TIRADENTES,4,1,1108095,ENGENHARIA DE PRODUÇÃO,2,28,2800308,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,71,37,4,1,0,"52,1","11,3","36,6","5,6","1,4"
398,UNIVERSIDADE TIRADENTES,4,1,1108095,ENGENHARIA DE PRODUÇÃO,2,28,2800308,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,71,10,5,22,0,"14,1","18,3","67,6","7,0","31,0"
398,UNIVERSIDADE TIRADENTES,4,1,1108107,ENGENHARIA CIVIL,2,28,2800308,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,204,181,4,19,0,"88,7","2,0","9,3","2,0","9,3"
398,UNIVERSIDADE TIRADENTES,4,1,1108107,ENGENHARIA CIVIL,2,28,2800308,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,204,138,10,33,0,"67,6","6,9","25,5","4,9","16,2"
398,UNIVERSIDADE TIRADENTES,4,1,1108107,ENGENHARIA CIVIL,2,28,2800308,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,204,117,11,10,0,"57,4","12,3","30,4","5,4","4,9"
398,UNIVERSIDADE TIRADENTES,4,1,1108107,ENGENHARIA CIVIL,2,28,2800308,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,204,105,8,4,0,"51,5","16,2","32,4","3,9","2,0"
398,UNIVERSIDADE TIRADENTES,4,1,1108107,ENGENHARIA CIVIL,2,28,2800308,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,204,31,19,55,0,"15,2","25,5","59,3","9,3","27,0"
398,UNIVERSIDADE TIRADENTES,4,1,1168594,ENGENHARIA MECATRÔNICA,2,28,2800308,1,1,0714E09,Engenharia mecatrônica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,57,50,0,7,0,"87,7","0,0","12,3","0,0","12,3"
398,UNIVERSIDADE TIRADENTES,4,1,1168594,ENGENHARIA MECATRÔNICA,2,28,2800308,1,1,0714E09,Engenharia mecatrônica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,57,41,0,9,0,"71,9","0,0","28,1","0,0","15,8"
398,UNIVERSIDADE TIRADENTES,4,1,1168594,ENGENHARIA MECATRÔNICA,2,28,2800308,1,1,0714E09,Engenharia mecatrônica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,57,39,0,2,0,"68,4","0,0","31,6","0,0","3,5"
398,UNIVERSIDADE TIRADENTES,4,1,1168594,ENGENHARIA MECATRÔNICA,2,28,2800308,1,1,0714E09,Engenharia mecatrônica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,57,35,3,1,0,"61,4","5,3","33,3","5,3","1,8"
398,UNIVERSIDADE TIRADENTES,4,1,1168594,ENGENHARIA MECATRÔNICA,2,28,2800308,1,1,0714E09,Engenharia mecatrônica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,57,10,8,17,0,"17,5","19,3","63,2","14,0","29,8"
398,UNIVERSIDADE TIRADENTES,4,1,1270436,ENGENHARIA ELÉTRICA,2,28,2800308,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,74,66,0,8,0,"89,2","0,0","10,8","0,0","10,8"
398,UNIVERSIDADE TIRADENTES,4,1,1270436,ENGENHARIA ELÉTRICA,2,28,2800308,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,74,51,1,14,0,"68,9","1,4","29,7","1,4","18,9"
398,UNIVERSIDADE TIRADENTES,4,1,1270436,ENGENHARIA ELÉTRICA,2,28,2800308,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,74,46,0,5,0,"62,2","1,4","36,5","0,0","6,8"
398,UNIVERSIDADE TIRADENTES,4,1,1270436,ENGENHARIA ELÉTRICA,2,28,2800308,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,74,42,2,2,0,"56,8","4,1","39,2","2,7","2,7"
398,UNIVERSIDADE TIRADENTES,4,1,1270436,ENGENHARIA ELÉTRICA,2,28,2800308,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,74,16,3,23,0,"21,6","8,1","70,3","4,1","31,1"
398,UNIVERSIDADE TIRADENTES,4,1,1420439,ENGENHARIA MECÂNICA,2,28,2800308,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,64,55,0,9,0,"85,9","0,0","14,1","0,0","14,1"
398,UNIVERSIDADE TIRADENTES,4,1,1420439,ENGENHARIA MECÂNICA,2,28,2800308,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,64,47,0,8,0,"73,4","0,0","26,6","0,0","12,5"
398,UNIVERSIDADE TIRADENTES,4,1,1420439,ENGENHARIA MECÂNICA,2,28,2800308,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,64,44,0,3,0,"68,8","0,0","31,3","0,0","4,7"
398,UNIVERSIDADE TIRADENTES,4,1,1420439,ENGENHARIA MECÂNICA,2,28,2800308,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,64,41,0,3,0,"64,1","0,0","35,9","0,0","4,7"
398,UNIVERSIDADE TIRADENTES,4,1,1420439,ENGENHARIA MECÂNICA,2,28,2800308,1,1,0715E02,Engenharia mecânica,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,64,14,4,23,0,"21,9","6,3","71,9","6,3","35,9"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,20067,ENGENHARIA DE COMPUTAÇÃO,5,53,5300108,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,44,44,0,0,0,"100,0","0,0","0,0","0,0","0,0"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,20067,ENGENHARIA DE COMPUTAÇÃO,5,53,5300108,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,44,44,0,0,0,"100,0","0,0","0,0","0,0","0,0"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,20067,ENGENHARIA DE COMPUTAÇÃO,5,53,5300108,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,44,40,3,1,0,"90,9","6,8","2,3","6,8","2,3"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,20067,ENGENHARIA DE COMPUTAÇÃO,5,53,5300108,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,44,39,0,1,0,"88,6","6,8","4,5","0,0","2,3"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,20067,ENGENHARIA DE COMPUTAÇÃO,5,53,5300108,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,44,19,10,10,0,"43,2","29,5","27,3","22,7","22,7"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,113580,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,62,62,0,0,0,"100,0","0,0","0,0","0,0","0,0"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,113580,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,62,49,7,6,0,"79,0","11,3","9,7","11,3","9,7"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,113580,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,62,46,1,2,0,"74,2","12,9","12,9","1,6","3,2"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,113580,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,62,42,4,0,0,"67,7","19,4","12,9","6,5","0,0"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,113580,ENGENHARIA CIVIL,5,53,5300108,1,1,0732E01,Engenharia civil,07,"Engenharia, produção e construção",2018,2022,6,2023,10,2027,62,11,16,15,0,"17,7","45,2","37,1","25,8","24,2"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,1180418,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2018,6,2023,10,2027,37,37,0,0,0,"100,0","0,0","0,0","0,0","0,0"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,1180418,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2019,6,2023,10,2027,37,34,0,3,0,"91,9","0,0","8,1","0,0","8,1"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,1180418,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2020,6,2023,10,2027,37,33,0,1,0,"89,2","0,0","10,8","0,0","2,7"
402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,5,2,1180418,ENGENHARIA ELÉTRICA,5,53,5300108,1,1,0713E05,Engenharia elétrica,07,"Engenharia, produção e construção",2018,2021,6,2023,10,2027,37,30,3,0,0,"81,1","8,1","10,8","8,1","0,0"
