,,,,,,,,,,
,,,,,,,,,,
Course,R.Y,Members R. retention,R.Graduates,R.Dropout,Retention Rate,Cmlt Graduation,Cmlt Dropout,A.Graduation Rate,A.Dropout Rate,Pandemic
ENGENHARIA DE PRODUÇÃO,2021,255,0,13,"44,3","0,0","55,7","0,0","2,3","1,0"
ENGENHARIA DE PRODUÇÃO,2022,151,94,10,"26,3","16,3","57,4","16,3","1,7","1,0"
ENGENHARIA ELÉTRICA,2018,12,0,6,"66,7","0,0","33,3","0,0","33,3","0,0"
ENGENHARIA ELÉTRICA,2019,4,0,8,"22,2","0,0","77,8","0,0","44,4","0,0"
ENGENHARIA ELÉTRICA,2020,3,1,0,"16,7","5,6","77,8","5,6","0,0","1,0"
ENGENHARIA ELÉTRICA,2021,2,1,0,"11,1","11,1","77,8","5,6","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,0,2,0,"0,0","22,2","77,8","11,1","0,0","1,0"
ENGENHARIA CIVIL,2018,11,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,8,0,3,"72,7","0,0","27,3","0,0","27,3","0,0"
ENGENHARIA CIVIL,2020,5,3,0,"45,5","27,3","27,3","27,3","0,0","1,0"
ENGENHARIA CIVIL,2021,3,1,1,"27,3","36,4","36,4","9,1","9,1","1,0"
ENGENHARIA CIVIL,2022,2,0,1,"18,2","36,4","45,5","0,0","9,1","1,0"
ENGENHARIA DE PRODUÇÃO,2018,16,0,32,"33,3","0,0","66,7","0,0","66,7","0,0"
ENGENHARIA DE PRODUÇÃO,2019,3,0,13,"6,3","0,0","93,8","0,0","27,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,3,0,0,"6,3","0,0","93,8","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,3,0,0,"6,3","0,0","93,8","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,3,0,0,"6,3","0,0","93,8","0,0","0,0","1,0"
ENGENHARIA AMBIENTAL,2018,21,0,1,"95,5","0,0","4,5","0,0","4,5","0,0"
ENGENHARIA AMBIENTAL,2019,18,0,3,"81,8","0,0","18,2","0,0","13,6","0,0"
ENGENHARIA AMBIENTAL,2020,16,0,2,"72,7","0,0","27,3","0,0","9,1","1,0"
ENGENHARIA AMBIENTAL,2021,14,0,2,"63,6","0,0","36,4","0,0","9,1","1,0"
ENGENHARIA AMBIENTAL,2022,11,0,3,"50,0","0,0","50,0","0,0","13,6","1,0"
ENGENHARIA FLORESTAL,2018,30,0,5,"85,7","0,0","14,3","0,0","14,3","0,0"
ENGENHARIA FLORESTAL,2019,18,0,12,"51,4","0,0","48,6","0,0","34,3","0,0"
ENGENHARIA FLORESTAL,2020,18,0,0,"51,4","0,0","48,6","0,0","0,0","1,0"
ENGENHARIA FLORESTAL,2021,18,0,0,"51,4","0,0","48,6","0,0","0,0","1,0"
ENGENHARIA FLORESTAL,2022,15,0,3,"42,9","0,0","57,1","0,0","8,6","1,0"
ENGENHARIA DE PRODUÇÃO,2018,49,0,9,"84,5","0,0","15,5","0,0","15,5","0,0"
ENGENHARIA DE PRODUÇÃO,2019,41,1,7,"70,7","1,7","27,6","1,7","12,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,40,1,0,"69,0","3,4","27,6","1,7","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,39,0,1,"67,2","3,4","29,3","0,0","1,7","1,0"
ENGENHARIA DE PRODUÇÃO,2022,34,3,2,"58,6","8,6","32,8","5,2","3,4","1,0"
ENGENHARIA CIVIL,2018,68,0,3,"95,8","0,0","4,2","0,0","4,2","0,0"
ENGENHARIA CIVIL,2019,61,0,7,"85,9","0,0","14,1","0,0","9,9","0,0"
ENGENHARIA CIVIL,2020,56,0,5,"78,9","0,0","21,1","0,0","7,0","1,0"
ENGENHARIA CIVIL,2021,51,1,4,"71,8","1,4","26,8","1,4","5,6","1,0"
ENGENHARIA CIVIL,2022,36,12,3,"50,7","18,3","31,0","16,9","4,2","1,0"
ENGENHARIA ELÉTRICA,2018,71,0,1,"98,6","0,0","1,4","0,0","1,4","0,0"
ENGENHARIA ELÉTRICA,2019,62,0,9,"86,1","0,0","13,9","0,0","12,5","0,0"
ENGENHARIA ELÉTRICA,2020,54,0,8,"75,0","0,0","25,0","0,0","11,1","1,0"
ENGENHARIA ELÉTRICA,2021,43,2,9,"59,7","2,8","37,5","2,8","12,5","1,0"
ENGENHARIA ELÉTRICA,2022,24,9,10,"33,3","15,3","51,4","12,5","13,9","1,0"
ENGENHARIA AMBIENTAL,2018,73,0,3,"96,1","0,0","3,9","0,0","3,9","0,0"
ENGENHARIA AMBIENTAL,2019,64,0,9,"84,2","0,0","15,8","0,0","11,8","0,0"
ENGENHARIA AMBIENTAL,2020,59,0,5,"77,6","0,0","22,4","0,0","6,6","1,0"
ENGENHARIA AMBIENTAL,2021,51,0,8,"67,1","0,0","32,9","0,0","10,5","1,0"
ENGENHARIA AMBIENTAL,2022,34,8,9,"44,7","10,5","44,7","10,5","11,8","1,0"
ENGENHARIA DE PRODUÇÃO,2018,52,0,1,"98,1","0,0","1,9","0,0","1,9","0,0"
ENGENHARIA DE PRODUÇÃO,2019,43,0,9,"81,1","0,0","18,9","0,0","17,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,40,0,3,"75,5","0,0","24,5","0,0","5,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,37,0,3,"69,8","0,0","30,2","0,0","5,7","1,0"
ENGENHARIA DE PRODUÇÃO,2022,29,4,4,"54,7","7,5","37,7","7,5","7,5","1,0"
ENGENHARIA FLORESTAL,2018,47,0,1,"97,9","0,0","2,1","0,0","2,1","0,0"
ENGENHARIA FLORESTAL,2019,31,0,16,"64,6","0,0","35,4","0,0","33,3","0,0"
ENGENHARIA FLORESTAL,2020,23,0,8,"47,9","0,0","52,1","0,0","16,7","1,0"
ENGENHARIA FLORESTAL,2021,17,0,6,"35,4","0,0","64,6","0,0","12,5","1,0"
ENGENHARIA FLORESTAL,2022,7,6,4,"14,6","12,5","72,9","12,5","8,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,70,0,2,"97,2","0,0","2,8","0,0","2,8","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,66,0,4,"91,7","0,0","8,3","0,0","5,6","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,57,0,9,"79,2","0,0","20,8","0,0","12,5","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,51,0,6,"70,8","0,0","29,2","0,0","8,3","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,42,2,7,"58,3","2,8","38,9","2,8","9,7","1,0"
ENGENHARIA DE PRODUÇÃO,2018,63,0,3,"95,5","0,0","4,5","0,0","4,5","0,0"
ENGENHARIA DE PRODUÇÃO,2019,55,0,8,"83,3","0,0","16,7","0,0","12,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,50,1,4,"75,8","1,5","22,7","1,5","6,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,44,2,4,"66,7","4,5","28,8","3,0","6,1","1,0"
ENGENHARIA DE PRODUÇÃO,2022,35,5,4,"53,0","12,1","34,8","7,6","6,1","1,0"
ENGENHARIA CIVIL,2018,49,0,1,"98,0","0,0","2,0","0,0","2,0","0,0"
ENGENHARIA CIVIL,2019,43,0,6,"86,0","0,0","14,0","0,0","12,0","0,0"
ENGENHARIA CIVIL,2020,40,0,3,"80,0","0,0","20,0","0,0","6,0","1,0"
ENGENHARIA CIVIL,2021,34,1,5,"68,0","2,0","30,0","2,0","10,0","1,0"
ENGENHARIA CIVIL,2022,29,1,4,"58,0","4,0","38,0","2,0","8,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,28,0,1,"96,6","0,0","3,4","0,0","3,4","0,0"
ENGENHARIA DE PRODUÇÃO,2019,22,0,6,"75,9","0,0","24,1","0,0","20,7","0,0"
ENGENHARIA DE PRODUÇÃO,2020,20,0,2,"69,0","0,0","31,0","0,0","6,9","1,0"
ENGENHARIA DE PRODUÇÃO,2021,16,0,4,"55,2","0,0","44,8","0,0","13,8","1,0"
ENGENHARIA DE PRODUÇÃO,2022,9,6,1,"31,0","20,7","48,3","20,7","3,4","1,0"
ENGENHARIA ELÉTRICA,2018,56,0,1,"98,2","0,0","1,8","0,0","1,8","0,0"
ENGENHARIA ELÉTRICA,2019,38,0,18,"66,7","0,0","33,3","0,0","31,6","0,0"
ENGENHARIA ELÉTRICA,2020,30,0,8,"52,6","0,0","47,4","0,0","14,0","1,0"
ENGENHARIA ELÉTRICA,2021,23,1,6,"40,4","1,8","57,9","1,8","10,5","1,0"
ENGENHARIA ELÉTRICA,2022,21,1,1,"36,8","3,5","59,6","1,8","1,8","1,0"
ENGENHARIA CIVIL,2018,50,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,40,0,10,"80,0","0,0","20,0","0,0","20,0","0,0"
ENGENHARIA CIVIL,2020,32,0,8,"64,0","0,0","36,0","0,0","16,0","1,0"
ENGENHARIA CIVIL,2021,28,0,4,"56,0","0,0","44,0","0,0","8,0","1,0"
ENGENHARIA CIVIL,2022,25,0,3,"50,0","0,0","50,0","0,0","6,0","1,0"
ENGENHARIA FLORESTAL,2018,29,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA FLORESTAL,2019,20,0,9,"69,0","0,0","31,0","0,0","31,0","0,0"
ENGENHARIA FLORESTAL,2020,12,0,8,"41,4","0,0","58,6","0,0","27,6","1,0"
ENGENHARIA FLORESTAL,2021,12,0,0,"41,4","0,0","58,6","0,0","0,0","1,0"
ENGENHARIA FLORESTAL,2022,10,0,2,"34,5","0,0","65,5","0,0","6,9","1,0"
ENGENHARIA DE PRODUÇÃO,2018,38,0,10,"79,2","0,0","20,8","0,0","20,8","0,0"
ENGENHARIA DE PRODUÇÃO,2019,28,0,10,"58,3","0,0","41,7","0,0","20,8","0,0"
ENGENHARIA DE PRODUÇÃO,2020,23,0,5,"47,9","0,0","52,1","0,0","10,4","1,0"
ENGENHARIA DE PRODUÇÃO,2021,21,0,2,"43,8","0,0","56,3","0,0","4,2","1,0"
ENGENHARIA DE PRODUÇÃO,2022,12,4,5,"25,0","8,3","66,7","8,3","10,4","1,0"
ENGENHARIA CIVIL,2018,59,0,10,"85,5","0,0","14,5","0,0","14,5","0,0"
ENGENHARIA CIVIL,2019,49,0,10,"71,0","0,0","29,0","0,0","14,5","0,0"
ENGENHARIA CIVIL,2020,45,0,4,"65,2","0,0","34,8","0,0","5,8","1,0"
ENGENHARIA CIVIL,2021,41,0,4,"59,4","0,0","40,6","0,0","5,8","1,0"
ENGENHARIA CIVIL,2022,27,10,4,"39,1","14,5","46,4","14,5","5,8","1,0"
ENGENHARIA DE PRODUÇÃO,2018,8,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,4,0,4,"50,0","0,0","50,0","0,0","50,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,4,0,0,"50,0","0,0","50,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,4,0,0,"50,0","0,0","50,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,3,1,0,"37,5","12,5","50,0","12,5","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,23,0,8,"74,2","0,0","25,8","0,0","25,8","0,0"
ENGENHARIA ELÉTRICA,2019,19,0,4,"61,3","0,0","38,7","0,0","12,9","0,0"
ENGENHARIA ELÉTRICA,2020,16,1,2,"51,6","3,2","45,2","3,2","6,5","1,0"
ENGENHARIA ELÉTRICA,2021,15,0,1,"48,4","3,2","48,4","0,0","3,2","1,0"
ENGENHARIA ELÉTRICA,2022,7,7,1,"22,6","25,8","51,6","22,6","3,2","1,0"
ENGENHARIA DE PRODUÇÃO,2018,45,0,15,"75,0","0,0","25,0","0,0","25,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,35,1,9,"58,3","1,7","40,0","1,7","15,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,30,1,4,"50,0","3,3","46,7","1,7","6,7","1,0"
ENGENHARIA DE PRODUÇÃO,2021,29,0,1,"48,3","3,3","48,3","0,0","1,7","1,0"
ENGENHARIA DE PRODUÇÃO,2022,11,9,9,"18,3","18,3","63,3","15,0","15,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,30,0,6,"83,3","0,0","16,7","0,0","16,7","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,24,0,6,"66,7","0,0","33,3","0,0","16,7","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,20,0,4,"55,6","0,0","44,4","0,0","11,1","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,18,1,1,"50,0","2,8","47,2","2,8","2,8","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,7,3,8,"19,4","11,1","69,4","8,3","22,2","1,0"
ENGENHARIA DE PRODUÇÃO,2018,25,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,24,0,1,"96,0","0,0","4,0","0,0","4,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,21,2,1,"84,0","8,0","8,0","8,0","4,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,19,0,2,"76,0","8,0","16,0","0,0","8,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,6,7,6,"24,0","36,0","40,0","28,0","24,0","1,0"
ENGENHARIA CIVIL,2018,38,0,10,"79,2","0,0","20,8","0,0","20,8","0,0"
ENGENHARIA CIVIL,2019,31,2,5,"64,6","4,2","31,3","4,2","10,4","0,0"
ENGENHARIA CIVIL,2020,29,0,2,"60,4","4,2","35,4","0,0","4,2","1,0"
ENGENHARIA CIVIL,2021,23,3,3,"47,9","10,4","41,7","6,3","6,3","1,0"
ENGENHARIA CIVIL,2022,11,3,9,"22,9","16,7","60,4","6,3","18,8","1,0"
ENGENHARIA CIVIL,2018,16,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,16,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2020,16,0,0,"100,0","0,0","0,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,12,1,3,"75,0","6,3","18,8","6,3","18,8","1,0"
ENGENHARIA CIVIL,2022,3,8,1,"18,8","56,3","25,0","50,0","6,3","1,0"
ENGENHARIA DE PRODUÇÃO,2018,17,0,7,"70,8","0,0","29,2","0,0","29,2","0,0"
ENGENHARIA DE PRODUÇÃO,2019,14,0,3,"58,3","0,0","41,7","0,0","12,5","0,0"
ENGENHARIA DE PRODUÇÃO,2020,10,1,3,"41,7","4,2","54,2","4,2","12,5","1,0"
ENGENHARIA DE PRODUÇÃO,2021,7,2,1,"29,2","12,5","58,3","8,3","4,2","1,0"
ENGENHARIA DE PRODUÇÃO,2022,3,4,0,"12,5","29,2","58,3","16,7","0,0","1,0"
ENGENHARIA CIVIL,2018,9,0,7,"56,3","0,0","43,8","0,0","43,8","0,0"
ENGENHARIA CIVIL,2019,8,0,1,"50,0","0,0","50,0","0,0","6,3","0,0"
ENGENHARIA CIVIL,2020,8,0,0,"50,0","0,0","50,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,7,0,1,"43,8","0,0","56,3","0,0","6,3","1,0"
ENGENHARIA CIVIL,2022,0,4,3,"0,0","25,0","75,0","25,0","18,8","1,0"
ENGENHARIA CIVIL,2018,80,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,75,0,5,"93,8","0,0","6,3","0,0","6,3","0,0"
ENGENHARIA CIVIL,2020,72,0,3,"90,0","0,0","10,0","0,0","3,8","1,0"
ENGENHARIA CIVIL,2021,70,0,2,"87,5","0,0","12,5","0,0","2,5","1,0"
ENGENHARIA CIVIL,2022,18,3,49,"22,5","3,8","73,8","3,8","61,3","1,0"
ENGENHARIA DE PRODUÇÃO,2018,68,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,66,0,2,"97,1","0,0","2,9","0,0","2,9","0,0"
ENGENHARIA DE PRODUÇÃO,2020,60,0,6,"88,2","0,0","11,8","0,0","8,8","1,0"
ENGENHARIA DE PRODUÇÃO,2021,60,0,0,"88,2","0,0","11,8","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,23,7,30,"33,8","10,3","55,9","10,3","44,1","1,0"
ENGENHARIA DE PRODUÇÃO,2018,30,0,3,"90,9","0,0","9,1","0,0","9,1","0,0"
ENGENHARIA DE PRODUÇÃO,2019,26,1,3,"78,8","3,0","18,2","3,0","9,1","0,0"
ENGENHARIA DE PRODUÇÃO,2020,21,3,2,"63,6","12,1","24,2","9,1","6,1","1,0"
ENGENHARIA DE PRODUÇÃO,2021,15,3,3,"45,5","21,2","33,3","9,1","9,1","1,0"
ENGENHARIA DE PRODUÇÃO,2022,10,4,1,"30,3","33,3","36,4","12,1","3,0","1,0"
ENGENHARIA MECÂNICA,2018,35,0,4,"89,7","0,0","10,3","0,0","10,3","0,0"
ENGENHARIA MECÂNICA,2019,29,2,4,"74,4","5,1","20,5","5,1","10,3","0,0"
ENGENHARIA MECÂNICA,2020,19,5,5,"48,7","17,9","33,3","12,8","12,8","1,0"
ENGENHARIA MECÂNICA,2021,12,7,0,"30,8","35,9","33,3","17,9","0,0","1,0"
ENGENHARIA MECÂNICA,2022,8,3,1,"20,5","43,6","35,9","7,7","2,6","1,0"
ENGENHARIA CIVIL,2018,24,0,2,"92,3","0,0","7,7","0,0","7,7","0,0"
ENGENHARIA CIVIL,2019,18,0,6,"69,2","0,0","30,8","0,0","23,1","0,0"
ENGENHARIA CIVIL,2020,12,0,6,"46,2","0,0","53,8","0,0","23,1","1,0"
ENGENHARIA CIVIL,2021,11,0,1,"42,3","0,0","57,7","0,0","3,8","1,0"
ENGENHARIA CIVIL,2022,5,5,1,"19,2","19,2","61,5","19,2","3,8","1,0"
ENGENHARIA CIVIL,2018,186,7,46,"77,8","2,9","19,2","2,9","19,2","0,0"
ENGENHARIA CIVIL,2019,139,14,33,"58,2","8,8","33,1","5,9","13,8","0,0"
ENGENHARIA CIVIL,2020,100,14,25,"41,8","14,6","43,5","5,9","10,5","1,0"
ENGENHARIA CIVIL,2021,0,5,95,"0,0","16,7","83,3","2,1","39,7","1,0"
ENGENHARIA CIVIL,2022,0,0,0,"0,0","16,7","83,3","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2018,17,0,12,"58,6","0,0","41,4","0,0","41,4","0,0"
ENGENHARIA DE COMPUTAÇÃO,2019,14,0,3,"48,3","0,0","51,7","0,0","10,3","0,0"
ENGENHARIA DE COMPUTAÇÃO,2020,12,0,2,"41,4","0,0","58,6","0,0","6,9","1,0"
ENGENHARIA DE COMPUTAÇÃO,2021,12,0,0,"41,4","0,0","58,6","0,0","0,0","1,0"
ENGENHARIA DE COMPUTAÇÃO,2022,9,0,3,"31,0","0,0","69,0","0,0","10,3","1,0"
ENGENHARIA CIVIL,2018,55,2,18,"73,3","2,7","24,0","2,7","24,0","0,0"
ENGENHARIA CIVIL,2019,42,1,12,"56,0","4,0","40,0","1,3","16,0","0,0"
ENGENHARIA CIVIL,2020,31,4,7,"41,3","9,3","49,3","5,3","9,3","1,0"
ENGENHARIA CIVIL,2021,28,0,3,"37,3","9,3","53,3","0,0","4,0","1,0"
ENGENHARIA CIVIL,2022,13,12,3,"17,3","25,3","57,3","16,0","4,0","1,0"
ENGENHARIA DE PRODUÇÃO,2018,16,0,11,"59,3","0,0","40,7","0,0","40,7","0,0"
ENGENHARIA DE PRODUÇÃO,2019,12,0,4,"44,4","0,0","55,6","0,0","14,8","0,0"
ENGENHARIA DE PRODUÇÃO,2020,7,0,5,"25,9","0,0","74,1","0,0","18,5","1,0"
ENGENHARIA DE PRODUÇÃO,2021,6,1,0,"22,2","3,7","74,1","3,7","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,6,0,0,"22,2","3,7","74,1","0,0","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,39,0,17,"69,6","0,0","30,4","0,0","30,4","0,0"
ENGENHARIA ELÉTRICA,2019,35,0,4,"62,5","0,0","37,5","0,0","7,1","0,0"
ENGENHARIA ELÉTRICA,2020,32,0,3,"57,1","0,0","42,9","0,0","5,4","1,0"
ENGENHARIA ELÉTRICA,2021,26,4,2,"46,4","7,1","46,4","7,1","3,6","1,0"
ENGENHARIA ELÉTRICA,2022,12,1,13,"21,4","8,9","69,6","1,8","23,2","1,0"
ENGENHARIA MECÂNICA,2018,5,0,16,"23,8","0,0","76,2","0,0","76,2","0,0"
ENGENHARIA MECÂNICA,2019,5,0,0,"23,8","0,0","76,2","0,0","0,0","0,0"
ENGENHARIA MECÂNICA,2020,3,2,0,"14,3","9,5","76,2","9,5","0,0","1,0"
ENGENHARIA MECÂNICA,2021,3,0,0,"14,3","9,5","76,2","0,0","0,0","1,0"
ENGENHARIA MECÂNICA,2022,1,0,2,"4,8","9,5","85,7","0,0","9,5","1,0"
ENGENHARIA DE PRODUÇÃO,2018,20,0,4,"83,3","0,0","16,7","0,0","16,7","0,0"
ENGENHARIA DE PRODUÇÃO,2019,17,0,3,"70,8","0,0","29,2","0,0","12,5","0,0"
ENGENHARIA DE PRODUÇÃO,2020,12,0,5,"50,0","0,0","50,0","0,0","20,8","1,0"
ENGENHARIA DE PRODUÇÃO,2021,10,2,0,"41,7","8,3","50,0","8,3","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,7,0,3,"29,2","8,3","62,5","0,0","12,5","1,0"
ENGENHARIA MECÂNICA,2018,29,0,13,"69,0","0,0","31,0","0,0","31,0","0,0"
ENGENHARIA MECÂNICA,2019,21,0,8,"50,0","0,0","50,0","0,0","19,0","0,0"
ENGENHARIA MECÂNICA,2020,16,1,4,"38,1","2,4","59,5","2,4","9,5","1,0"
ENGENHARIA MECÂNICA,2021,12,4,0,"28,6","11,9","59,5","9,5","0,0","1,0"
ENGENHARIA MECÂNICA,2022,7,5,0,"16,7","23,8","59,5","11,9","0,0","1,0"
ENGENHARIA ELÉTRICA,2018,26,0,15,"63,4","0,0","36,6","0,0","36,6","0,0"
ENGENHARIA ELÉTRICA,2019,18,0,8,"43,9","0,0","56,1","0,0","19,5","0,0"
ENGENHARIA ELÉTRICA,2020,15,1,2,"36,6","2,4","61,0","2,4","4,9","1,0"
ENGENHARIA ELÉTRICA,2021,13,2,0,"31,7","7,3","61,0","4,9","0,0","1,0"
ENGENHARIA ELÉTRICA,2022,7,4,2,"17,1","17,1","65,9","9,8","4,9","1,0"
ENGENHARIA CIVIL,2018,164,0,35,"82,4","0,0","17,6","0,0","17,6","0,0"
ENGENHARIA CIVIL,2019,127,0,37,"63,8","0,0","36,2","0,0","18,6","0,0"
ENGENHARIA CIVIL,2020,111,0,16,"55,8","0,0","44,2","0,0","8,0","1,0"
ENGENHARIA CIVIL,2021,105,1,5,"52,8","0,5","46,7","0,5","2,5","1,0"
ENGENHARIA CIVIL,2022,57,33,15,"28,6","17,1","54,3","16,6","7,5","1,0"
ENGENHARIA DE PRODUÇÃO,2018,12,0,13,"48,0","0,0","52,0","0,0","52,0","0,0"
ENGENHARIA DE PRODUÇÃO,2019,5,0,7,"20,0","0,0","80,0","0,0","28,0","0,0"
ENGENHARIA DE PRODUÇÃO,2020,5,0,0,"20,0","0,0","80,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2021,5,0,0,"20,0","0,0","80,0","0,0","0,0","1,0"
ENGENHARIA DE PRODUÇÃO,2022,5,0,0,"20,0","0,0","80,0","0,0","0,0","1,0"
ENGENHARIA FLORESTAL,2018,59,0,5,"92,2","0,0","7,8","0,0","7,8","0,0"
ENGENHARIA FLORESTAL,2019,37,0,22,"57,8","0,0","42,2","0,0","34,4","0,0"
ENGENHARIA FLORESTAL,2020,32,0,5,"50,0","0,0","50,0","0,0","7,8","1,0"
ENGENHARIA FLORESTAL,2021,29,0,3,"45,3","0,0","54,7","0,0","4,7","1,0"
ENGENHARIA FLORESTAL,2022,28,0,1,"43,8","0,0","56,3","0,0","1,6","1,0"
ENGENHARIA CIVIL,2018,75,0,8,"90,4","0,0","9,6","0,0","9,6","0,0"
ENGENHARIA CIVIL,2019,66,0,9,"79,5","0,0","20,5","0,0","10,8","0,0"
ENGENHARIA CIVIL,2020,66,0,0,"79,5","0,0","20,5","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,63,2,1,"75,9","2,4","21,7","2,4","1,2","1,0"
ENGENHARIA CIVIL,2022,50,12,1,"60,2","16,9","22,9","14,5","1,2","1,0"
ENGENHARIA ELÉTRICA,2018,73,0,3,"96,1","0,0","3,9","0,0","3,9","0,0"
ENGENHARIA ELÉTRICA,2019,52,0,21,"68,4","0,0","31,6","0,0","27,6","0,0"
ENGENHARIA ELÉTRICA,2020,49,0,3,"64,5","0,0","35,5","0,0","3,9","1,0"
ENGENHARIA ELÉTRICA,2021,48,0,1,"63,2","0,0","36,8","0,0","1,3","1,0"
ENGENHARIA ELÉTRICA,2022,43,3,2,"56,6","3,9","39,5","3,9","2,6","1,0"
ENGENHARIA CIVIL,2018,84,0,10,"89,4","0,0","10,6","0,0","10,6","0,0"
ENGENHARIA CIVIL,2019,77,0,7,"81,9","0,0","18,1","0,0","7,4","0,0"
ENGENHARIA CIVIL,2020,74,1,2,"78,7","1,1","20,2","1,1","2,1","1,0"
ENGENHARIA CIVIL,2021,73,1,0,"77,7","2,1","20,2","1,1","0,0","1,0"
ENGENHARIA CIVIL,2022,65,6,2,"69,1","8,5","22,3","6,4","2,1","1,0"
ENGENHARIA CIVIL,2018,74,0,5,"93,7","0,0","6,3","0,0","6,3","0,0"
ENGENHARIA CIVIL,2019,58,0,16,"73,4","0,0","26,6","0,0","20,3","0,0"
ENGENHARIA CIVIL,2020,55,0,3,"69,6","0,0","30,4","0,0","3,8","1,0"
ENGENHARIA CIVIL,2021,54,0,1,"68,4","0,0","31,6","0,0","1,3","1,0"
ENGENHARIA CIVIL,2022,44,9,1,"55,7","11,4","32,9","11,4","1,3","1,0"
ENGENHARIA CIVIL,2018,41,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2019,41,0,0,"100,0","0,0","0,0","0,0","0,0","0,0"
ENGENHARIA CIVIL,2020,41,0,0,"100,0","0,0","0,0","0,0","0,0","1,0"
ENGENHARIA CIVIL,2021,40,0,1,"97,6","0,0","2,4","0,0","2,4","1,0"
ENGENHARIA CIVIL,2022,39,0,1,"95,1","0,0","4,9","0,0","2,4","1,0"
ENGENHARIA CIVIL,2018,38,0,1,"97,4","0,0","2,6","0,0","2,6","0,0"
ENGENHARIA CIVIL,2019,25,0,13,"64,1","0,0","35,9","0,0","33,3","0,0"
ENGENHARIA CIVIL,2020,17,0,8,"43,6","0,0","56,4","0,0","20,5","1,0"
ENGENHARIA CIVIL,2021,11,1,5,"28,2","2,6","69,2","2,6","12,8","1,0"
ENGENHARIA CIVIL,2022,9,1,1,"23,1","5,1","71,8","2,6","2,6","1,0"
ENGENHARIA CIVIL,2018,46,0,5,"90,2","0,0","9,8","0,0","9,8","0,0"
ENGENHARIA CIVIL,2019,46,0,0,"90,2","0,0","9,8","0,0","0,0","0,0"
ENGENHARIA CIVIL,2020,45,0,1,"88,2","0,0","11,8","0,0","2,0","1,0"
ENGENHARIA CIVIL,2021,44,0,1,"86,3","0,0","13,7","0,0","2,0","1,0"
ENGENHARIA CIVIL,2022,15,27,2,"29,4","52,9","17,6","52,9","3,9","1,0"
